Cement,Blast,Fly,Water,Superplasticizer,Coarse,Fine,Age,Concrete
237.5,237.5,0.0,228.0,0.0,932.0,594.0,7.0,26.25800323486328
380.0,95.0,0.0,228.0,0.0,932.0,594.0,7.0,32.823192596435554
332.5,142.5,0.0,228.0,0.0,932.0,594.0,180.0,39.77931594848633
190.0,190.0,0.0,228.0,0.0,932.0,670.0,180.0,46.93194198608398
237.5,237.5,0.0,228.0,0.0,932.0,594.0,90.0,33.116912841796875
304.0,76.0,0.0,228.0,0.0,932.0,670.0,90.0,49.18515014648438
139.60000610351562,209.3999938964844,0.0,192.0,0.0,1047.0,806.9000244140625,7.0,14.589312553405762
198.6000061035156,132.39999389648438,0.0,192.0,0.0,978.4000244140624,825.5,7.0,14.638264656066895
475.0,0.0,0.0,228.0,0.0,932.0,594.0,365.0,41.93461990356445
198.6000061035156,132.39999389648438,0.0,192.0,0.0,978.4000244140624,825.5,3.0,9.131420135498047
304.0,76.0,0.0,228.0,0.0,932.0,670.0,180.0,50.9488296508789
332.5,142.5,0.0,228.0,0.0,932.0,594.0,28.0,33.019004821777344
304.0,76.0,0.0,228.0,0.0,932.0,670.0,270.0,54.3782844543457
266.0,114.0,0.0,228.0,0.0,932.0,670.0,270.0,51.73276138305664
310.0,0.0,0.0,192.0,0.0,971.0,850.5999755859375,3.0,9.86640167236328
190.0,190.0,0.0,228.0,0.0,932.0,670.0,270.0,50.65511322021485
266.0,114.0,0.0,228.0,0.0,932.0,670.0,180.0,48.69562149047852
342.0,38.0,0.0,228.0,0.0,932.0,670.0,270.0,55.06431198120117
139.60000610351562,209.3999938964844,0.0,192.0,0.0,1047.0,806.9000244140625,360.0,44.69804000854492
332.5,142.5,0.0,228.0,0.0,932.0,594.0,7.0,30.27558135986328
190.0,190.0,0.0,228.0,0.0,932.0,670.0,28.0,40.85696792602539
485.0,0.0,0.0,146.0,0.0,1120.0,800.0,28.0,71.98818969726562
374.0,189.1999969482422,0.0,170.10000610351562,10.100000381469727,926.0999755859376,756.7000122070312,3.0,34.39795684814453
313.29998779296875,262.20001220703125,0.0,175.5,8.600000381469728,1046.9000244140623,611.7999877929688,3.0,28.79941177368164
425.0,106.3000030517578,0.0,153.5,16.5,852.0999755859375,887.0999755859375,3.0,33.398216247558594
425.0,106.3000030517578,0.0,151.39999389648438,18.600000381469727,936.0,803.7000122070312,3.0,36.30091094970703
375.0,93.8000030517578,0.0,126.5999984741211,23.399999618530273,852.0999755859375,992.5999755859376,3.0,28.99936103820801
475.0,118.8000030517578,0.0,181.1000061035156,8.899999618530273,852.0999755859375,781.5,3.0,37.79707336425781
469.0,117.1999969482422,0.0,137.80000305175778,32.200000762939446,852.0999755859375,840.5,3.0,40.196449279785156
425.0,106.3000030517578,0.0,153.5,16.5,852.0999755859375,887.0999755859375,3.0,33.398216247558594
388.6000061035156,97.0999984741211,0.0,157.89999389648438,12.100000381469727,852.0999755859375,925.7000122070312,3.0,28.096147537231445
531.2999877929689,0.0,0.0,141.8000030517578,28.20000076293945,852.0999755859375,893.7000122070312,3.0,41.29961395263672
425.0,106.3000030517578,0.0,153.5,16.5,852.0999755859375,887.0999755859375,3.0,33.398216247558594
318.79998779296875,212.5,0.0,155.6999969482422,14.300000190734865,852.0999755859375,880.4000244140625,3.0,25.200347900390625
401.7999877929688,94.6999969482422,0.0,147.39999389648438,11.399999618530273,946.7999877929688,852.0999755859375,3.0,41.09966278076172
362.6000061035156,189.0,0.0,164.89999389648438,11.600000381469727,944.7000122070312,755.7999877929688,3.0,35.301170349121094
323.70001220703125,282.79998779296875,0.0,183.8000030517578,10.300000190734863,942.7000122070312,659.9000244140625,3.0,28.29609489440918
379.5,151.1999969482422,0.0,153.89999389648438,15.899999618530273,1134.300048828125,605.0,3.0,28.599464416503906
362.6000061035156,189.0,0.0,164.89999389648438,11.600000381469727,944.7000122070312,755.7999877929688,3.0,35.301170349121094
286.29998779296875,200.8999938964844,0.0,144.6999969482422,11.199999809265137,1004.5999755859376,803.7000122070312,3.0,24.40055656433105
362.6000061035156,189.0,0.0,164.89999389648438,11.600000381469727,944.7000122070312,755.7999877929688,3.0,35.301170349121094
439.0,177.0,0.0,186.0,11.100000381469727,884.9000244140625,707.9000244140625,3.0,39.30013275146485
389.8999938964844,189.0,0.0,145.89999389648438,22.0,944.7000122070312,755.7999877929688,3.0,40.59634780883789
362.6000061035156,189.0,0.0,164.89999389648438,11.600000381469727,944.7000122070312,755.7999877929688,3.0,35.301170349121094
337.8999938964844,189.0,0.0,174.89999389648438,9.5,944.7000122070312,755.7999877929688,3.0,24.097187042236328
374.0,189.1999969482422,0.0,170.10000610351562,10.100000381469727,926.0999755859376,756.7000122070312,7.0,46.20178604125977
313.29998779296875,262.20001220703125,0.0,175.5,8.600000381469728,1046.9000244140623,611.7999877929688,7.0,42.7957763671875
425.0,106.3000030517578,0.0,153.5,16.5,852.0999755859375,887.0999755859375,7.0,49.20100784301758
425.0,106.3000030517578,0.0,151.39999389648438,18.600000381469727,936.0,803.7000122070312,7.0,46.80163192749024
375.0,93.8000030517578,0.0,126.5999984741211,23.399999618530273,852.0999755859375,992.5999755859376,7.0,45.69847106933594
475.0,118.8000030517578,0.0,181.1000061035156,8.899999618530273,852.0999755859375,781.5,7.0,55.59934616088867
469.0,117.1999969482422,0.0,137.80000305175778,32.200000762939446,852.0999755859375,840.5,7.0,54.896080017089844
425.0,106.3000030517578,0.0,153.5,16.5,852.0999755859375,887.0999755859375,7.0,49.20100784301758
388.6000061035156,97.0999984741211,0.0,157.89999389648438,12.100000381469727,852.0999755859375,925.7000122070312,7.0,34.901275634765625
531.2999877929689,0.0,0.0,141.8000030517578,28.20000076293945,852.0999755859375,893.7000122070312,7.0,46.89815902709961
425.0,106.3000030517578,0.0,153.5,16.5,852.0999755859375,887.0999755859375,7.0,49.20100784301758
318.79998779296875,212.5,0.0,155.6999969482422,14.300000190734865,852.0999755859375,880.4000244140625,7.0,33.398216247558594
401.7999877929688,94.6999969482422,0.0,147.39999389648438,11.399999618530273,946.7999877929688,852.0999755859375,7.0,54.09628677368164
362.6000061035156,189.0,0.0,164.89999389648438,11.600000381469727,944.7000122070312,755.7999877929688,7.0,55.89582061767578
323.70001220703125,282.79998779296875,0.0,183.8000030517578,10.300000190734863,942.7000122070312,659.9000244140625,7.0,49.80084991455078
379.5,151.1999969482422,0.0,153.89999389648438,15.899999618530273,1134.300048828125,605.0,7.0,47.098106384277344
362.6000061035156,189.0,0.0,164.89999389648438,11.600000381469727,944.7000122070312,755.7999877929688,7.0,55.89582061767578
286.29998779296875,200.8999938964844,0.0,144.6999969482422,11.199999809265137,1004.5999755859376,803.7000122070312,7.0,37.99702072143555
362.6000061035156,189.0,0.0,164.89999389648438,11.600000381469727,944.7000122070312,755.7999877929688,7.0,55.89582061767578
439.0,177.0,0.0,186.0,11.100000381469727,884.9000244140625,707.9000244140625,7.0,56.09576797485352
389.8999938964844,189.0,0.0,145.89999389648438,22.0,944.7000122070312,755.7999877929688,7.0,59.09498977661133
362.6000061035156,189.0,0.0,164.89999389648438,11.600000381469727,944.7000122070312,755.7999877929688,7.0,22.897497177124023
337.8999938964844,189.0,0.0,174.89999389648438,9.5,944.7000122070312,755.7999877929688,7.0,35.10122299194336
374.0,189.1999969482422,0.0,170.10000610351562,10.100000381469727,926.0999755859376,756.7000122070312,28.0,61.09446716308594
313.29998779296875,262.20001220703125,0.0,175.5,8.600000381469728,1046.9000244140623,611.7999877929688,28.0,59.79825210571289
425.0,106.3000030517578,0.0,153.5,16.5,852.0999755859375,887.0999755859375,28.0,60.294677734375
425.0,106.3000030517578,0.0,151.39999389648438,18.600000381469727,936.0,803.7000122070312,28.0,61.79773330688477
375.0,93.8000030517578,0.0,126.5999984741211,23.399999618530273,852.0999755859375,992.5999755859376,28.0,56.69561004638672
475.0,118.8000030517578,0.0,181.1000061035156,8.899999618530273,852.0999755859375,781.5,28.0,68.29949188232422
469.0,117.1999969482422,0.0,137.80000305175778,32.200000762939446,852.0999755859375,840.5,28.0,66.89985656738281
425.0,106.3000030517578,0.0,153.5,16.5,852.0999755859375,887.0999755859375,28.0,60.294677734375
388.6000061035156,97.0999984741211,0.0,157.89999389648438,12.100000381469727,852.0999755859375,925.7000122070312,28.0,50.69717025756836
531.2999877929689,0.0,0.0,141.8000030517578,28.20000076293945,852.0999755859375,893.7000122070312,28.0,56.39913558959961
425.0,106.3000030517578,0.0,153.5,16.5,852.0999755859375,887.0999755859375,28.0,60.294677734375
318.79998779296875,212.5,0.0,155.6999969482422,14.300000190734865,852.0999755859375,880.4000244140625,28.0,55.49592208862305
401.7999877929688,94.6999969482422,0.0,147.39999389648438,11.399999618530273,946.7999877929688,852.0999755859375,28.0,68.49944305419922
362.6000061035156,189.0,0.0,164.89999389648438,11.600000381469727,944.7000122070312,755.7999877929688,28.0,71.29871368408203
323.70001220703125,282.79998779296875,0.0,183.8000030517578,10.300000190734863,942.7000122070312,659.9000244140625,28.0,74.69783020019531
379.5,151.1999969482422,0.0,153.89999389648438,15.899999618530273,1134.300048828125,605.0,28.0,52.20022964477539
362.6000061035156,189.0,0.0,164.89999389648438,11.600000381469727,944.7000122070312,755.7999877929688,28.0,71.29871368408203
286.29998779296875,200.8999938964844,0.0,144.6999969482422,11.199999809265137,1004.5999755859376,803.7000122070312,28.0,67.69964599609375
362.6000061035156,189.0,0.0,164.89999389648438,11.600000381469727,944.7000122070312,755.7999877929688,28.0,71.29871368408203
439.0,177.0,0.0,186.0,11.100000381469727,884.9000244140625,707.9000244140625,28.0,65.99664306640625
389.8999938964844,189.0,0.0,145.89999389648438,22.0,944.7000122070312,755.7999877929688,28.0,74.49787902832031
362.6000061035156,189.0,0.0,164.89999389648438,11.600000381469727,944.7000122070312,755.7999877929688,28.0,71.29871368408203
337.8999938964844,189.0,0.0,174.89999389648438,9.5,944.7000122070312,755.7999877929688,28.0,49.897377014160156
374.0,189.1999969482422,0.0,170.10000610351562,10.100000381469727,926.0999755859376,756.7000122070312,56.0,63.39731979370117
313.29998779296875,262.20001220703125,0.0,175.5,8.600000381469728,1046.9000244140623,611.7999877929688,56.0,64.90037536621094
425.0,106.3000030517578,0.0,153.5,16.5,852.0999755859375,887.0999755859375,56.0,64.30052947998047
425.0,106.3000030517578,0.0,151.39999389648438,18.600000381469727,936.0,803.7000122070312,56.0,64.90037536621094
375.0,93.8000030517578,0.0,126.5999984741211,23.399999618530273,852.0999755859375,992.5999755859376,56.0,60.19815063476562
475.0,118.8000030517578,0.0,181.1000061035156,8.899999618530273,852.0999755859375,781.5,56.0,72.29845428466797
469.0,117.1999969482422,0.0,137.80000305175778,32.200000762939446,852.0999755859375,840.5,56.0,69.29923248291016
425.0,106.3000030517578,0.0,153.5,16.5,852.0999755859375,887.0999755859375,56.0,64.30052947998047
388.6000061035156,97.0999984741211,0.0,157.89999389648438,12.100000381469727,852.0999755859375,925.7000122070312,56.0,55.19944763183594
531.2999877929689,0.0,0.0,141.8000030517578,28.20000076293945,852.0999755859375,893.7000122070312,56.0,58.79851150512695
425.0,106.3000030517578,0.0,153.5,16.5,852.0999755859375,887.0999755859375,56.0,64.30052947998047
318.79998779296875,212.5,0.0,155.6999969482422,14.300000190734865,852.0999755859375,880.4000244140625,56.0,66.10006713867189
401.7999877929688,94.6999969482422,0.0,147.39999389648438,11.399999618530273,946.7999877929688,852.0999755859375,56.0,73.69808959960938
362.6000061035156,189.0,0.0,164.89999389648438,11.600000381469727,944.7000122070312,755.7999877929688,56.0,77.29715728759766
323.70001220703125,282.79998779296875,0.0,183.8000030517578,10.300000190734863,942.7000122070312,659.9000244140625,56.0,80.1998519897461
379.5,151.1999969482422,0.0,153.89999389648438,15.899999618530273,1134.300048828125,605.0,56.0,54.896080017089844
362.6000061035156,189.0,0.0,164.89999389648438,11.600000381469727,944.7000122070312,755.7999877929688,56.0,77.29715728759766
286.29998779296875,200.8999938964844,0.0,144.6999969482422,11.199999809265137,1004.5999755859376,803.7000122070312,56.0,72.99482727050781
362.6000061035156,189.0,0.0,164.89999389648438,11.600000381469727,944.7000122070312,755.7999877929688,56.0,77.29715728759766
439.0,177.0,0.0,186.0,11.100000381469727,884.9000244140625,707.9000244140625,56.0,71.6986083984375
389.8999938964844,189.0,0.0,145.89999389648438,22.0,944.7000122070312,755.7999877929688,56.0,79.40005493164062
362.6000061035156,189.0,0.0,164.89999389648438,11.600000381469727,944.7000122070312,755.7999877929688,56.0,77.29715728759766
337.8999938964844,189.0,0.0,174.89999389648438,9.5,944.7000122070312,755.7999877929688,56.0,59.89477920532226
374.0,189.1999969482422,0.0,170.10000610351562,10.100000381469727,926.0999755859376,756.7000122070312,91.0,64.90037536621094
313.29998779296875,262.20001220703125,0.0,175.5,8.600000381469728,1046.9000244140623,611.7999877929688,91.0,66.59648895263672
425.0,106.3000030517578,0.0,153.5,16.5,852.0999755859375,887.0999755859375,91.0,65.19685363769531
425.0,106.3000030517578,0.0,151.39999389648438,18.600000381469727,936.0,803.7000122070312,91.0,66.69990539550781
375.0,93.8000030517578,0.0,126.5999984741211,23.399999618530273,852.0999755859375,992.5999755859376,91.0,62.5009994506836
475.0,118.8000030517578,0.0,181.1000061035156,8.899999618530273,852.0999755859375,781.5,91.0,74.19451141357422
469.0,117.1999969482422,0.0,137.80000305175778,32.200000762939446,852.0999755859375,840.5,91.0,70.69886779785156
425.0,106.3000030517578,0.0,153.5,16.5,852.0999755859375,887.0999755859375,91.0,65.19685363769531
388.6000061035156,97.0999984741211,0.0,157.89999389648438,12.100000381469727,852.0999755859375,925.7000122070312,91.0,57.59882354736328
531.2999877929689,0.0,0.0,141.8000030517578,28.20000076293945,852.0999755859375,893.7000122070312,91.0,59.19841003417969
425.0,106.3000030517578,0.0,153.5,16.5,852.0999755859375,887.0999755859375,91.0,65.19685363769531
318.79998779296875,212.5,0.0,155.6999969482422,14.300000190734865,852.0999755859375,880.4000244140625,91.0,68.09954071044922
401.7999877929688,94.6999969482422,0.0,147.39999389648438,11.399999618530273,946.7999877929688,852.0999755859375,91.0,75.49761962890625
362.6000061035156,189.0,0.0,164.89999389648438,11.600000381469727,944.7000122070312,755.7999877929688,91.0,79.29663848876953
379.5,151.1999969482422,0.0,153.89999389648438,15.899999618530273,1134.300048828125,605.0,91.0,56.49566268920898
362.6000061035156,189.0,0.0,164.89999389648438,11.600000381469727,944.7000122070312,755.7999877929688,91.0,79.29663848876953
286.29998779296875,200.8999938964844,0.0,144.6999969482422,11.199999809265137,1004.5999755859376,803.7000122070312,91.0,76.80072784423828
362.6000061035156,189.0,0.0,164.89999389648438,11.600000381469727,944.7000122070312,755.7999877929688,91.0,79.29663848876953
439.0,177.0,0.0,186.0,11.100000381469727,884.9000244140625,707.9000244140625,91.0,73.2981948852539
389.8999938964844,189.0,0.0,145.89999389648438,22.0,944.7000122070312,755.7999877929688,91.0,82.59922790527344
362.6000061035156,189.0,0.0,164.89999389648438,11.600000381469727,944.7000122070312,755.7999877929688,91.0,79.29663848876953
337.8999938964844,189.0,0.0,174.89999389648438,9.5,944.7000122070312,755.7999877929688,91.0,67.79617309570311
222.3600006103516,0.0,96.66999816894531,189.2899932861328,4.460000038146973,967.0800170898438,870.3200073242188,3.0,11.576301574707033
222.3600006103516,0.0,96.66999816894531,189.2899932861328,4.460000038146973,967.0800170898438,870.3200073242188,14.0,24.44881820678711
222.3600006103516,0.0,96.66999816894531,189.2899932861328,4.460000038146973,967.0800170898438,870.3200073242188,28.0,24.89008331298828
222.3600006103516,0.0,96.66999816894531,189.2899932861328,4.460000038146973,967.0800170898438,870.3200073242188,56.0,29.447519302368164
222.3600006103516,0.0,96.66999816894531,189.2899932861328,4.460000038146973,967.0800170898438,870.3200073242188,100.0,40.71355819702149
233.80999755859372,0.0,94.58000183105469,197.88999938964844,4.566999912261963,947.0399780273438,852.1599731445312,3.0,10.383508682250977
233.80999755859372,0.0,94.58000183105469,197.88999938964844,4.566999912261963,947.0399780273438,852.1599731445312,14.0,22.139074325561523
233.80999755859372,0.0,94.58000183105469,197.88999938964844,4.566999912261963,947.0399780273438,852.1599731445312,28.0,22.83544540405273
233.80999755859372,0.0,94.58000183105469,197.88999938964844,4.566999912261963,947.0399780273438,852.1599731445312,56.0,27.66177749633789
233.80999755859372,0.0,94.58000183105469,197.88999938964844,4.566999912261963,947.0399780273438,852.1599731445312,100.0,34.55653762817383
194.67999267578125,0.0,100.5199966430664,165.6199951171875,7.480000019073486,1006.4000244140624,905.9000244140624,3.0,12.451936721801758
194.67999267578125,0.0,100.5199966430664,165.6199951171875,7.480000019073486,1006.4000244140624,905.9000244140624,14.0,24.986610412597656
194.67999267578125,0.0,100.5199966430664,165.6199951171875,7.480000019073486,1006.4000244140624,905.9000244140624,28.0,25.724349975585934
194.67999267578125,0.0,100.5199966430664,165.6199951171875,7.480000019073486,1006.4000244140624,905.9000244140624,56.0,33.96358871459961
194.67999267578125,0.0,100.5199966430664,165.6199951171875,7.480000019073486,1006.4000244140624,905.9000244140624,100.0,37.34202194213867
190.67999267578125,0.0,125.4000015258789,162.13999938964844,7.769999980926514,1090.0,804.010009765625,3.0,15.044365882873535
190.67999267578125,0.0,125.4000015258789,162.13999938964844,7.769999980926514,1090.0,804.010009765625,14.0,21.063491821289066
190.67999267578125,0.0,125.4000015258789,162.13999938964844,7.769999980926514,1090.0,804.010009765625,28.0,26.400035858154297
190.67999267578125,0.0,125.4000015258789,162.13999938964844,7.769999980926514,1090.0,804.010009765625,56.0,35.3425407409668
190.67999267578125,0.0,125.4000015258789,162.13999938964844,7.769999980926514,1090.0,804.010009765625,100.0,40.56876754760742
212.07000732421875,0.0,121.62000274658205,180.30999755859372,5.690000057220459,1057.5999755859377,779.3200073242188,3.0,12.472620964050293
212.07000732421875,0.0,121.62000274658205,180.30999755859372,5.690000057220459,1057.5999755859377,779.3200073242188,14.0,20.918701171875
212.07000732421875,0.0,121.62000274658205,180.30999755859372,5.690000057220459,1057.5999755859377,779.3200073242188,28.0,24.90387344360352
212.07000732421875,0.0,121.62000274658205,180.30999755859372,5.690000057220459,1057.5999755859377,779.3200073242188,56.0,34.20490264892578
212.07000732421875,0.0,121.62000274658205,180.30999755859372,5.690000057220459,1057.5999755859377,779.3200073242188,100.0,39.61039733886719
229.97000122070312,0.0,118.30999755859376,195.47000122070312,4.630000114440918,1029.4000244140623,758.5900268554688,3.0,10.031875610351562
229.97000122070312,0.0,118.30999755859376,195.47000122070312,4.630000114440918,1029.4000244140623,758.5900268554688,14.0,20.084436416625977
229.97000122070312,0.0,118.30999755859376,195.47000122070312,4.630000114440918,1029.4000244140623,758.5900268554688,28.0,24.483293533325195
229.97000122070312,0.0,118.30999755859376,195.47000122070312,4.630000114440918,1029.4000244140623,758.5900268554688,56.0,31.5366325378418
229.97000122070312,0.0,118.30999755859376,195.47000122070312,4.630000114440918,1029.4000244140623,758.5900268554688,100.0,35.3425407409668
190.33999633789062,0.0,125.18000030517578,161.85000610351562,9.880000114440918,1088.0999755859377,802.5900268554688,3.0,9.445820808410645
190.33999633789062,0.0,125.18000030517578,161.85000610351562,9.880000114440918,1088.0999755859377,802.5900268554688,14.0,22.71823501586914
190.33999633789062,0.0,125.18000030517578,161.85000610351562,9.880000114440918,1088.0999755859377,802.5900268554688,28.0,28.468463897705078
190.33999633789062,0.0,125.18000030517578,161.85000610351562,9.880000114440918,1088.0999755859377,802.5900268554688,56.0,38.56239318847656
190.33999633789062,0.0,125.18000030517578,161.85000610351562,9.880000114440918,1088.0999755859377,802.5900268554688,100.0,40.389503479003906
166.08999633789062,0.0,163.27000427246094,176.4600067138672,4.489999771118164,1058.5999755859377,780.0900268554688,3.0,10.762720108032227
166.08999633789062,0.0,163.27000427246094,176.4600067138672,4.489999771118164,1058.5999755859377,780.0900268554688,14.0,25.4830322265625
166.08999633789062,0.0,163.27000427246094,176.4600067138672,4.489999771118164,1058.5999755859377,780.0900268554688,28.0,21.539230346679688
166.08999633789062,0.0,163.27000427246094,176.4600067138672,4.489999771118164,1058.5999755859377,780.0900268554688,56.0,28.627042770385746
166.08999633789062,0.0,163.27000427246094,176.4600067138672,4.489999771118164,1058.5999755859377,780.0900268554688,100.0,33.543006896972656
167.9499969482422,42.08000183105469,163.8300018310547,121.75,5.71999979019165,1058.699951171875,780.1099853515625,3.0,7.749710083007812
167.9499969482422,42.08000183105469,163.8300018310547,121.75,5.71999979019165,1058.699951171875,780.1099853515625,14.0,17.822954177856445
167.9499969482422,42.08000183105469,163.8300018310547,121.75,5.71999979019165,1058.699951171875,780.1099853515625,28.0,24.24197578430176
167.9499969482422,42.08000183105469,163.8300018310547,121.75,5.71999979019165,1058.699951171875,780.1099853515625,56.0,32.853530883789055
167.9499969482422,42.08000183105469,163.8300018310547,121.75,5.71999979019165,1058.699951171875,780.1099853515625,100.0,39.23118591308594
213.72000122070312,98.0500030517578,24.51000022888184,181.7100067138672,6.860000133514403,1065.800048828125,785.3800048828125,3.0,17.995323181152344
213.72000122070312,98.0500030517578,24.51000022888184,181.7100067138672,6.860000133514403,1065.800048828125,785.3800048828125,14.0,30.38520812988281
213.72000122070312,98.0500030517578,24.51000022888184,181.7100067138672,6.860000133514403,1065.800048828125,785.3800048828125,28.0,45.70536422729492
213.72000122070312,98.0500030517578,24.51000022888184,181.7100067138672,6.860000133514403,1065.800048828125,785.3800048828125,56.0,50.77301406860352
213.72000122070312,98.0500030517578,24.51000022888184,181.7100067138672,6.860000133514403,1065.800048828125,785.3800048828125,100.0,53.90323257446289
213.75999450683597,98.05999755859376,24.520000457763672,181.7400054931641,6.6500000953674325,1066.0,785.52001953125,3.0,13.182781219482422
213.75999450683597,98.05999755859376,24.520000457763672,181.7400054931641,6.6500000953674325,1066.0,785.52001953125,14.0,17.83674430847168
213.75999450683597,98.05999755859376,24.520000457763672,181.7400054931641,6.6500000953674325,1066.0,785.52001953125,28.0,40.23092269897461
213.75999450683597,98.05999755859376,24.520000457763672,181.7400054931641,6.6500000953674325,1066.0,785.52001953125,56.0,47.1325798034668
213.75999450683597,98.05999755859376,24.520000457763672,181.7400054931641,6.6500000953674325,1066.0,785.52001953125,100.0,49.97322082519531
229.67999267578125,0.0,118.16000366210938,195.22999572753903,6.130000114440918,1028.0999755859377,757.6300048828125,3.0,13.35515022277832
229.67999267578125,0.0,118.16000366210938,195.22999572753903,6.130000114440918,1028.0999755859377,757.6300048828125,14.0,22.31833839416504
229.67999267578125,0.0,118.16000366210938,195.22999572753903,6.130000114440918,1028.0999755859377,757.6300048828125,28.0,24.53845024108887
229.67999267578125,0.0,118.16000366210938,195.22999572753903,6.130000114440918,1028.0999755859377,757.6300048828125,56.0,31.350473403930664
229.67999267578125,0.0,118.16000366210938,195.22999572753903,6.130000114440918,1028.0999755859377,757.6300048828125,100.0,40.85834884643555
238.0500030517578,0.0,94.11000061035156,186.66000366210938,7.0,949.9099731445312,847.010009765625,3.0,19.932750701904297
238.0500030517578,0.0,94.11000061035156,186.66000366210938,7.0,949.9099731445312,847.010009765625,14.0,25.689876556396484
238.0500030517578,0.0,94.11000061035156,186.66000366210938,7.0,949.9099731445312,847.010009765625,28.0,30.23352241516113
238.0500030517578,0.0,94.11000061035156,186.66000366210938,7.0,949.9099731445312,847.010009765625,56.0,39.5897102355957
238.0500030517578,0.0,94.11000061035156,186.66000366210938,7.0,949.9099731445312,847.010009765625,100.0,44.29883193969727
250.0,0.0,95.69000244140624,187.4199981689453,5.53000020980835,956.8599853515624,861.1699829101562,3.0,13.817098617553713
250.0,0.0,95.69000244140624,187.4199981689453,5.53000020980835,956.8599853515624,861.1699829101562,14.0,24.91766357421875
